1:65000-70000	OR4F5
12:92145000-92150000	BTG1
12:92700000-92705000	PLEKHG7
12:92925000-92930000	EEA1
12:93375000-93380000	NUDT4
12:93440000-93445000	UBE2N
12:93465000-93470000	MRPL42
12:93565000-93570000	SOCS2
12:93675000-93680000	CRADD
12:94145000-94150000	PLXNC1
12:94455000-94460000	CEP83
12:94650000-94655000	TMCC3
12:95000000-95005000	NDUFA12
12:95070000-95075000	NR2C1
12:95215000-95220000	FGD6
12:95215000-95220000	VEZT
12:95470000-95475000	METAP2
12:95550000-95555000	USP44
12:95790000-95795000	NTN4
12:95855000-95860000	SNRPF
12:95940000-95945000	CCDC38
12:95940000-95945000	AMDHD1
12:95995000-96000000	HAL
12:96040000-96045000	LTA4H
12:96190000-96195000	ELK3
12:96400000-96405000	CDK17
12:96485000-96490000	CFAP54
12:96905000-96910000	NEDD1
12:98515000-98520000	TMPO
12:98590000-98595000	SLC25A3
12:98645000-98650000	IKBIP
12:98645000-98650000	APAF1
12:99645000-99650000	FAM71C
12:99980000-99985000	ANKS1B
12:100140000-100145000	UHRF1BP1L
12:100195000-100200000	ACTR6
12:100265000-100270000	DEPDC4
12:100265000-100270000	SCYL2
12:100355000-100360000	SLC17A8
12:100470000-100475000	NR1H4
12:100570000-100575000	GAS2L3
12:100715000-100720000	ANO4
12:101210000-101215000	SLC5A8
12:101280000-101285000	UTP20
12:101405000-101410000	ARL1
12:101475000-101480000	SPIC
12:101565000-101570000	MYBPC1
12:101695000-101700000	CHPT1
12:101735000-101740000	SYCP3
12:101830000-101835000	GNPTAB
12:101875000-101880000	DRAM1
12:102060000-102065000	WASHC3
12:102120000-102125000	NUP37
12:102120000-102125000	PARPBP
12:102195000-102200000	PMCH
12:102480000-102485000	IGF1
12:102955000-102960000	PAH
12:102955000-102960000	ASCL1
12:103495000-103500000	C12orf42
12:103585000-103590000	STAB2
12:103840000-103845000	NT5DC3
12:103930000-103935000	HSP90B1
12:103965000-103970000	C12orf73
12:103965000-103970000	TDG
12:104060000-104065000	GLT8D2
12:104060000-104065000	HCFC2
12:104135000-104140000	NFYB
12:104215000-104220000	TXNRD1
12:104300000-104305000	EID3
12:104455000-104460000	CHST11
12:104955000-104960000	SLC41A2
12:104985000-104990000	C12orf45
12:105105000-105110000	ALDH1L2
12:105105000-105110000	WASHC4
12:105235000-105240000	APPL2
12:105235000-105240000	C12orf75
12:106135000-106140000	NUAK1
12:106300000-106305000	CKAP4
12:106300000-106305000	TCP11L2
12:106355000-106360000	POLR3B
12:106580000-106585000	RFX4
12:106770000-106775000	RIC8B
12:106955000-106960000	TMEM263
12:106985000-106990000	MTERF2
12:107090000-107095000	CRY1
12:107315000-107320000	BTBD11
12:107685000-107690000	PWP1
12:107760000-107765000	PRDM4
12:107770000-107775000	ASCL4
12:108125000-108130000	WSCD2
12:108335000-108340000	CMKLR1
12:108515000-108520000	FICD
12:108560000-108565000	SART3
12:108560000-108565000	ISCU
12:108595000-108600000	TMEM119
12:108630000-108635000	SELPLG
12:108730000-108735000	CORO1C
12:108855000-108860000	SSH1
12:108855000-108860000	DAO
12:109020000-109025000	SVOP
12:109020000-109025000	USP30
12:109090000-109095000	ALKBH2
12:109095000-109100000	UNG
12:109115000-109120000	ACACB
12:109305000-109310000	FOXN4
12:109345000-109350000	MYO1H
12:109475000-109480000	KCTD10
12:109475000-109480000	UBE3B
12:109570000-109575000	MMAB
12:109570000-109575000	MVK
12:109710000-109715000	FAM222A
12:109830000-109835000	TRPV4
12:109880000-109885000	GLTP
12:109900000-109905000	TCHP
12:109995000-110000000	GIT2
12:109995000-110000000	ANKRD13A
12:110070000-110075000	C12orf76
12:110120000-110125000	IFT81
12:110280000-110285000	ATP2A2
12:110400000-110405000	ANAPC7
12:110450000-110455000	ARPC3
12:110465000-110470000	GPN3
12:110465000-110470000	FAM216A
12:110500000-110505000	VPS29
12:110500000-110505000	RAD9B
12:110580000-110585000	PPTC7
12:110610000-110615000	TCTN1
12:110700000-110705000	HVCN1
12:110740000-110745000	PPP1CC
12:110845000-110850000	CCDC63
12:110920000-110925000	MYL2
12:111030000-111035000	CUX2
12:111365000-111370000	PHETA1
12:111405000-111410000	SH2B3
12:111595000-111600000	ATXN2
12:111685000-111690000	BRAP
12:111685000-111690000	ACAD10
12:111750000-111755000	RP11-162P23.2
12:111765000-111770000	ALDH2
12:111840000-111845000	MAPKAPK5
12:112010000-112015000	TMEM116
12:112010000-112015000	ERP29
12:112105000-112110000	NAA25
12:112125000-112130000	TRAFD1
12:112380000-112385000	HECTD4
12:112415000-112420000	RPL6
12:112415000-112420000	PTPN11
12:112570000-112575000	RPH3A
12:112905000-112910000	OAS1
12:112935000-112940000	OAS3
12:112975000-112980000	OAS2
12:113055000-113060000	DTX1
12:113135000-113140000	RASAL1
12:113145000-113150000	CFAP73
12:113185000-113190000	DDX54
12:113185000-113190000	RITA1
12:113220000-113225000	IQCD
12:113220000-113225000	TPCN1
12:113355000-113360000	SLC8B1
12:113355000-113360000	PLBD2
12:113420000-113425000	SDSL
12:113425000-113430000	SDS
12:113470000-113475000	LHX5
12:113965000-113970000	RBM19
12:114405000-114410000	TBX5
12:114680000-114685000	TBX3
12:116275000-116280000	MED13L
12:116545000-116550000	MAP1LC3B2
12:116735000-116740000	SPRING1
12:116735000-116740000	RNFT2
12:116880000-116885000	HRK
12:116910000-116915000	FBXW8
12:117095000-117100000	TESC
12:117190000-117195000	FBXO21
12:117450000-117455000	NOS1
12:117965000-117970000	KSR2
12:118010000-118015000	RFC5
12:118060000-118065000	WSB2
12:118135000-118140000	VSIG10
12:118135000-118140000	PEBP1
12:118370000-118375000	TAOK3
12:118375000-118380000	SUDS3
12:118980000-118985000	SRRM4
12:119170000-119175000	HSPB8
12:119330000-119335000	CCDC60
12:119590000-119595000	TMEM233
12:119665000-119670000	PRKAB1
12:119875000-119880000	CIT
12:119985000-119990000	BICDL1
12:120115000-120120000	RAB35
12:120190000-120195000	GCN1
12:120200000-120205000	RPLP0
12:120265000-120270000	PXN
12:120300000-120305000	SIRT4
12:120325000-120330000	PLA2G1B
12:120365000-120370000	MSI1
12:120435000-120440000	COX6A1
12:120435000-120440000	AL021546.6
12:120445000-120450000	TRIAP1
12:120445000-120450000	GATC
12:120465000-120470000	SRSF9
12:120465000-120470000	DYNLL1
12:120530000-120535000	COQ5
12:120530000-120535000	RNF10
12:120530000-120535000	RP11-18C24.9
12:120580000-120585000	POP5
12:120640000-120645000	CABP1
12:120685000-120690000	MLEC
12:120710000-120715000	UNC119B
12:120725000-120730000	ACADS
12:120900000-120905000	SPPL3
12:120975000-120980000	HNF1A
12:121015000-121020000	C12orf43
12:121035000-121040000	OASL
12:121130000-121135000	P2RX7
12:121205000-121210000	P2RX4
12:121295000-121300000	CAMKK2
12:121395000-121400000	ANAPC5
12:121400000-121405000	RNF34
12:121580000-121585000	KDM2B
12:121625000-121630000	ORAI1
12:121670000-121675000	MORN3
12:121710000-121715000	TMEM120B
12:121800000-121805000	RHOF
12:121800000-121805000	SETD1B
12:121860000-121865000	HPD
12:121885000-121890000	PSMD9
12:121885000-121890000	RP11-87C12.2
12:121915000-121920000	CFAP251
12:122015000-122020000	BCL7A
12:122075000-122080000	MLXIP
12:122165000-122170000	LRRC43
12:122170000-122175000	IL31
12:122200000-122205000	B3GNT4
12:122225000-122230000	RP11-512M8.12
12:122225000-122230000	DIABLO
12:122265000-122270000	RP11-512M8.13
12:122265000-122270000	VPS33A
12:122420000-122425000	CLIP1
12:122500000-122505000	ZCCHC8
12:122525000-122530000	RSRC2
12:122525000-122530000	KNTC1
12:122700000-122705000	HCAR2
12:122715000-122720000	HCAR3
12:122730000-122735000	HCAR1
12:122750000-122755000	DENR
12:122770000-122775000	CCDC62
12:122830000-122835000	HIP1R
12:122895000-122900000	VPS37B
12:122970000-122975000	OGFOD2
12:122980000-122985000	ABCB9
12:122980000-122985000	ARL6IP4
12:123150000-123155000	PITPNM2
12:123230000-123235000	C12orf65
12:123240000-123245000	MPHOSPH9
12:123270000-123275000	CDK2AP1
12:123360000-123365000	SBNO1
12:123380000-123385000	KMT5A
12:123435000-123440000	RILPL2
12:123455000-123460000	SNRNP35
12:123530000-123535000	RILPL1
12:123580000-123585000	TMED2
12:123600000-123605000	DDX55
12:123630000-123635000	EIF2B1
12:123630000-123635000	GTF2H3
12:123670000-123675000	TCTN2
12:123710000-123715000	ATP6V0A2
12:123760000-123765000	DNAH10
12:123970000-123975000	CCDC92
12:123970000-123975000	ZNF664
12:123970000-123975000	RFLNA
12:124565000-124570000	NCOR2
12:124880000-124885000	SCARB1
12:124915000-124920000	UBC
12:124985000-124990000	DHX37
12:124990000-124995000	BRI3BP
12:125065000-125070000	AACS
12:125185000-125190000	TMEM132B
12:128265000-128270000	TMEM132C
12:128820000-128825000	SLC15A4
12:128850000-128855000	GLT1D1
12:129900000-129905000	TMEM132D
12:130160000-130165000	FZD10
12:130335000-130340000	PIWIL1
12:130715000-130720000	RIMBP2
12:130835000-130840000	STX2
12:130870000-130875000	RAN
12:130950000-130955000	ADGRD1
12:131710000-131715000	SFSWAP
12:131825000-131830000	MMP17
12:131890000-131895000	ULK1
12:131925000-131930000	PUS1
12:131945000-131950000	EP400
12:132140000-132145000	DDX51
12:132140000-132145000	NOC4L
12:132325000-132330000	GALNT9
12:132485000-132490000	FBRSL1
12:132610000-132615000	LRCOL1
12:132615000-132620000	P2RX2
12:132685000-132690000	POLE
12:132685000-132690000	PXMP2
12:132710000-132715000	PGAM5
12:132760000-132765000	ANKLE2
12:132825000-132830000	GOLGA3
12:132955000-132960000	CHFR
12:132955000-132960000	ZNF605
12:132985000-132990000	ZNF26
12:133035000-133040000	ZNF84
12:133080000-133085000	ZNF140
12:133130000-133135000	ZNF891
12:133130000-133135000	ZNF10
12:133130000-133135000	CTD-2140B24.4
12:133180000-133185000	ZNF268
12:133235000-133240000	ANHX
13:19180000-19185000	TUBA3C
13:19535000-19540000	TPTE2
13:19630000-19635000	MPHOSPH8
13:19780000-19785000	PSPC1
13:19860000-19865000	ZMYM5
13:19955000-19960000	ZMYM2
13:20160000-20165000	GJA3
13:20190000-20195000	GJB2
13:20230000-20235000	GJB6
13:20525000-20530000	CRYL1
13:20565000-20570000	IFT88
13:20700000-20705000	IL17D
13:20770000-20775000	EEF1AKMT1
13:20900000-20905000	XPO4
13:21060000-21065000	LATS2
13:21140000-21145000	SAP18
13:21175000-21180000	SKA3
13:21175000-21180000	MRPL57
13:21455000-21460000	ZDHHC20
13:21600000-21605000	MICU2
13:21670000-21675000	FGF9
13:23180000-23185000	SGCG
13:23430000-23435000	SACS
13:23570000-23575000	TNFRSF19
13:23885000-23890000	MIPEP
13:23895000-23900000	C1QTNF9B
13:23975000-23980000	RP11-307N16.6
13:23975000-23980000	SPATA13
13:24305000-24310000	C1QTNF9
13:24510000-24515000	PARP4
13:24680000-24685000	ATP12A
13:24760000-24765000	RNF17
13:24920000-24925000	CENPJ
13:25095000-25100000	PABPC3
13:25170000-25175000	AMER2
13:25285000-25290000	MTMR6
13:25300000-25305000	NUP58
13:25370000-25375000	ATP8A2
13:26050000-26055000	SHISA2
13:26220000-26225000	RNF6
13:26250000-26255000	CDK8
13:26555000-26560000	WASF3
13:26760000-26765000	GPR12
13:27170000-27175000	USP12
13:27250000-27255000	RPL21
13:27270000-27275000	RASL11A
13:27420000-27425000	GTF3A
13:27450000-27455000	MTIF3
13:27620000-27625000	LNX2
13:27620000-27625000	POLR1D
13:27790000-27795000	GSX1
13:27920000-27925000	PDX1
13:27965000-27970000	CDX2
13:27985000-27990000	URAD
13:28100000-28105000	FLT3
13:28135000-28140000	PAN3
13:28495000-28500000	FLT1
13:28655000-28660000	POMP
13:28715000-28720000	SLC46A3
13:28820000-28825000	MTUS2
13:29595000-29600000	SLC7A1
13:29850000-29855000	UBL3
13:30305000-30310000	KATNAL1
13:30420000-30425000	UBE2L5
13:30615000-30620000	HMGB1
13:30615000-30620000	USPL1
13:30710000-30715000	ALOX5AP
13:30905000-30910000	MEDAG
13:30930000-30935000	TEX26
13:31160000-31165000	HSPH1
13:31195000-31200000	B3GLCT
13:31735000-31740000	RXFP2
13:31845000-31850000	FRY
13:32315000-32320000	ZAR1L
13:32315000-32320000	BRCA2
13:32425000-32430000	N4BP2L1
13:32535000-32540000	N4BP2L2
13:32585000-32590000	PDS5B
13:33015000-33020000	KL
13:33350000-33355000	STARD13
13:33815000-33820000	RFC3
13:34940000-34945000	NBEA
13:35475000-35480000	MAB21L1
13:36130000-36135000	DCLK1
13:36210000-36215000	SOHLH2
13:36295000-36300000	CCDC169-SOHLH2
13:36295000-36300000	CCDC169
13:36370000-36375000	SPART
13:36430000-36435000	CCNA1
13:36670000-36675000	SERTM1
13:36815000-36820000	RFXAP
13:36920000-36925000	SMAD9
13:36995000-37000000	EXOSC8
13:37000000-37005000	ALG5
13:37055000-37060000	SUPT20H
13:37105000-37110000	CSNK1A1L
13:37595000-37600000	POSTN
13:37865000-37870000	TRPC4
13:38345000-38350000	UFM1
13:38685000-38690000	FREM2
13:38990000-38995000	STOML3
13:39035000-39040000	PROSER1
13:39035000-39040000	NHLRC3
13:39600000-39605000	LHFPL6
13:39655000-39660000	COG6
13:40665000-40670000	FOXO1
13:40770000-40775000	MRPS31
13:40785000-40790000	SLC25A15
13:41060000-41065000	ELF1
13:41060000-41065000	WBP4
13:41130000-41135000	KBTBD6
13:41190000-41195000	KBTBD7
13:41260000-41265000	MTRF1
13:41310000-41315000	NAA16
13:41455000-41460000	RGCC
13:41960000-41965000	VWA8
13:42040000-42045000	DGKH
13:42270000-42275000	AKAP11
13:42560000-42565000	TNFSF11
13:42780000-42785000	FAM216B
13:42990000-42995000	EPSTI1
13:43020000-43025000	DNAJC15
13:43785000-43790000	ENOX1
13:43875000-43880000	CCDC122
13:43875000-43880000	LACC1
13:43880000-43885000	RP11-65B7.2
13:44160000-44165000	SMIM2
13:44370000-44375000	SERP2
13:44575000-44580000	TSC22D1
13:44985000-44990000	NUFIP1
13:44985000-44990000	GPALPP1
13:45120000-45125000	GTF2F2
13:45200000-45205000	KCTD4
13:45340000-45345000	TPT1
13:45415000-45420000	SLC25A30
13:45460000-45465000	COG3
13:45615000-45620000	ERICH6B
13:45700000-45705000	CBY2
13:45850000-45855000	SIAH3
13:46050000-46055000	ZC3H13
13:46105000-46110000	CPB2
13:46210000-46215000	LCP1
13:46210000-46215000	LRRC63
13:46435000-46440000	RUBCNL
13:46550000-46555000	LRCH1
13:46795000-46800000	ESD
13:46895000-46900000	HTR2A
13:48035000-48040000	NUDT15
13:48035000-48040000	SUCLA2
13:48095000-48100000	MED4
13:48230000-48235000	ITM2B
13:48300000-48305000	RB1
13:48440000-48445000	LPAR6
13:48530000-48535000	RCBTB2
13:48650000-48655000	CYSLTR2
13:48975000-48980000	FNDC3A
13:49220000-49225000	MLNR
13:49245000-49250000	CDADC1
13:49440000-49445000	CAB39L
13:49440000-49445000	SETDB2
13:49495000-49500000	PHF11
13:49585000-49590000	RCBTB1
13:49625000-49630000	ARL11
13:49690000-49695000	EBPL
13:49790000-49795000	KPNA3
13:49935000-49940000	SPRYD7
13:49995000-50000000	TRIM13
13:50015000-50020000	KCNRG
13:50840000-50845000	DLEU7
13:50905000-50910000	RNASEH2B
13:51200000-51205000	C13orf42
13:51220000-51225000	FAM124A
13:51335000-51340000	SERPINE3
13:51450000-51455000	INTS6
13:51580000-51585000	WDFY2
13:51800000-51805000	DHRS12
13:51845000-51850000	RP11-147H23.3
13:51845000-51850000	TMEM272
13:51860000-51865000	CCDC70
13:52010000-52015000	ATP7B
13:52010000-52015000	ALG11
13:52020000-52025000	UTP14C
13:52125000-52130000	NEK5
13:52155000-52160000	NEK3
13:52415000-52420000	THSD1
13:52450000-52455000	VPS36
13:52455000-52460000	CKAP2
13:52640000-52645000	HNRNPA1L2
13:52650000-52655000	SUGT1
13:52735000-52740000	CNMD
13:52845000-52850000	PCDH8
13:53025000-53030000	OLFM4
13:57140000-57145000	PRR20A
13:57140000-57145000	PRR20C
13:57145000-57150000	PRR20B
13:57160000-57165000	PRR20D
13:57165000-57170000	PRR20E
13:57630000-57635000	PCDH17
13:60160000-60165000	DIAPH3
13:60395000-60400000	TDRD3
13:61415000-61420000	PCDH20
13:61425000-61430000	RP11-310K10.1
13:63745000-63750000	RP11-473M10.3
13:63830000-63835000	RP11-473M10.5
13:67230000-67235000	PCDH9
13:70105000-70110000	KLHL1
13:71865000-71870000	DACH1
13:72725000-72730000	MZT1
13:72725000-72730000	BORA
13:72780000-72785000	DIS3
13:72780000-72785000	PIBF1
13:73050000-73055000	KLF5
13:74130000-74135000	KLF12
13:75480000-75485000	TBC1D4
13:75545000-75550000	COMMD6
13:75545000-75550000	UCHL3
13:75620000-75625000	LMO7
13:76885000-76890000	KCTD12
13:76945000-76950000	ACOD1
13:76990000-76995000	CLN5
13:76990000-76995000	RP11-226E21.4
13:77025000-77030000	FBXL3
13:77325000-77330000	MYCBP2
13:77325000-77330000	AC001226.8
13:77535000-77540000	SCEL
13:77695000-77700000	SLAIN1
13:77975000-77980000	EDNRB
13:78600000-78605000	POU4F1
13:78655000-78660000	OBI1
13:79405000-79410000	RBM26
13:79480000-79485000	NDFIP2
13:80340000-80345000	SPRY2
13:83880000-83885000	SLITRK1
13:85805000-85810000	SLITRK6
13:87670000-87675000	SLITRK5
13:91395000-91400000	GPC5
13:93225000-93230000	GPC6
13:94475000-94480000	DCT
13:94595000-94600000	TGDS
13:94600000-94605000	GPR180
13:94710000-94715000	SOX21
13:95300000-95305000	ABCC4
13:95430000-95435000	CLDN10
13:95640000-95645000	DZIP1
13:95675000-95680000	DNAJC3
13:96050000-96055000	UGGT2
13:96090000-96095000	HS6ST3
13:96990000-96995000	OXGR1
13:97220000-97225000	MBNL2
13:97430000-97435000	RAP2A
13:97950000-97955000	IPO5
13:98140000-98145000	FARP1
13:98175000-98180000	RNF113B
13:98575000-98580000	STK24
13:98750000-98755000	SLC15A1
13:99085000-99090000	DOCK9
13:99200000-99205000	UBAC2
13:99260000-99265000	GPR18
13:99305000-99310000	GPR183
13:99445000-99450000	TM9SF2
13:99605000-99610000	CLYBL
13:99970000-99975000	ZIC5
13:99980000-99985000	ZIC2
13:100085000-100090000	PCCA
13:100585000-100590000	GGACT
13:100675000-100680000	TMTC4
13:101415000-101420000	NALCN
13:101450000-101455000	ITGBL1
13:102400000-102405000	FGF14
13:102595000-102600000	TPP2
13:102695000-102700000	METTL21C
13:102755000-102760000	CCDC168
13:102770000-102775000	TEX30
13:102795000-102800000	POGLUT2
13:102795000-102800000	BIVM-ERCC5
13:102795000-102800000	BIVM
13:102845000-102850000	ERCC5
13:103065000-103070000	SLC10A2
13:105465000-105470000	DAOA
13:106535000-106540000	EFNB2
13:106565000-106570000	ARGLU1
13:107865000-107870000	FAM155A
13:108215000-108220000	LIG4
13:108215000-108220000	ABHD13
13:108250000-108255000	TNFSF13B
13:108595000-108600000	MYO16
13:109785000-109790000	IRS2
13:110305000-110310000	COL4A1
13:110305000-110310000	COL4A2
13:110560000-110565000	RAB20
13:110615000-110620000	NAXD
13:110710000-110715000	CARS2
13:110710000-110715000	ING1
13:110915000-110920000	ANKRD10
13:111110000-111115000	ARHGEF7
13:111315000-111320000	TEX29
13:112065000-112070000	SOX1
13:112375000-112380000	SPACA7
13:112585000-112590000	TUBGCP3
13:112690000-112695000	ATP11A
13:112890000-112895000	MCF2L
13:113105000-113110000	F7
13:113120000-113125000	F10
13:113155000-113160000	PROZ
13:113205000-113210000	PCID2
13:113205000-113210000	CUL4A
13:113295000-113300000	LAMP1
13:113360000-113365000	GRTP1
13:113450000-113455000	ADPRHL1
13:113490000-113495000	DCUN1D2
13:113490000-113495000	TMCO3
13:113580000-113585000	TFDP1
13:113655000-113660000	ATP4B
13:113665000-113670000	GRK1
13:113755000-113760000	TMEM255B
13:113860000-113865000	GAS6
13:113970000-113975000	C13orf46
13:114130000-114135000	RASA3
13:114150000-114155000	CFAP97D2
13:114230000-114235000	CDC16
13:114280000-114285000	UPF3A
13:114310000-114315000	CHAMP1
14:18600000-18605000	OR11H12
14:18965000-18970000	POTEM
14:19430000-19435000	POTEG
14:19710000-19715000	OR11H2
14:19715000-19720000	OR4N2
14:19740000-19745000	OR4Q3
14:19770000-19775000	OR4M1
14:19875000-19880000	OR4K2
14:19920000-19925000	OR4K5
14:19930000-19935000	OR4K1
14:19975000-19980000	OR4K15
14:20015000-20020000	OR4K14
14:20035000-20040000	OR4K13
14:20060000-20065000	OR4L1
14:20110000-20115000	OR4K17
14:20135000-20140000	OR4N5
14:20190000-20195000	OR11G2
14:20220000-20225000	OR11H6
14:20235000-20240000	OR11H4
14:20305000-20310000	TTC5
14:20330000-20335000	CCNB1IP1
14:20340000-20345000	PARP2
14:20410000-20415000	TEP1
14:20435000-20440000	KLHL33
14:20455000-20460000	OSGEP
14:20455000-20460000	APEX1
14:20460000-20465000	PIP4P1
14:20465000-20470000	PNP
14:20505000-20510000	RNASE10
14:20560000-20565000	RNASE9
14:20590000-20595000	RNASE12
14:20605000-20610000	RP11-14J7.7
14:20605000-20610000	RNASE11
14:20640000-20645000	OR6S1
14:20680000-20685000	ANG
14:20680000-20685000	RNASE4
14:20680000-20685000	RP11-903H12.5
14:20745000-20750000	EDDM3A
14:20765000-20770000	EDDM3B
14:20780000-20785000	RNASE6
14:20800000-20805000	RNASE1
14:20890000-20895000	RNASE3
14:20955000-20960000	RNASE2
14:20985000-20990000	METTL17
14:20995000-21000000	SLC39A2
14:21020000-21025000	TPPP2
14:21030000-21035000	RNASE13
14:21040000-21045000	RNASE7
14:21055000-21060000	RNASE8
14:21070000-21075000	NDRG2
14:21070000-21075000	ARHGEF40
14:21095000-21100000	TMEM253
14:21100000-21105000	ZNF219
14:21155000-21160000	OR5AU1
14:21265000-21270000	HNRNPC
14:21280000-21285000	RPGRIP1
14:21380000-21385000	SUPT16H
14:21455000-21460000	CHD8
14:21475000-21480000	RAB2B
14:21475000-21480000	TOX4
14:21510000-21515000	METTL3
14:21535000-21540000	SALL2
14:21580000-21585000	OR10G3
14:21630000-21635000	OR10G2
14:21650000-21655000	OR4E2
14:21670000-21675000	OR4E1
14:22585000-22590000	DAD1
14:22595000-22600000	ABHD4
14:22640000-22645000	OR6J1
14:22765000-22770000	OXA1L
14:22825000-22830000	SLC7A7
14:22825000-22830000	MRPL52
14:22835000-22840000	MMP14
14:22870000-22875000	LRP10
14:22880000-22885000	REM2
14:22915000-22920000	RBM23
14:22925000-22930000	PRMT5
14:22955000-22960000	HAUS4
14:22980000-22985000	RP11-298I3.5
14:22980000-22985000	AJUBA
14:23010000-23015000	C14orf93
14:23035000-23040000	PSMB5
14:23040000-23045000	PSMB11
14:23055000-23060000	CDH24
14:23095000-23100000	ACIN1
14:23095000-23100000	C14orf119
14:23100000-23105000	LMLN2
14:23115000-23120000	CEBPE
14:23180000-23185000	SLC7A8
14:23185000-23190000	RNF212B
14:23295000-23300000	HOMEZ
14:23295000-23300000	BCL2L2
14:23300000-23305000	PPP1R3E
14:23305000-23310000	BCL2L2-PABPN1
14:23320000-23325000	PABPN1
14:23350000-23355000	SLC22A17
14:23365000-23370000	EFS
14:23370000-23375000	IL25
14:23375000-23380000	CMTM5
14:23405000-23410000	MYH6
14:23435000-23440000	MYH7
